cr.node.sql.delete.count,2022-10-05T15:00:00Z,1,0
cr.node.sql.delete.count,2022-10-05T15:00:10Z,1,0
cr.node.sql.delete.count,2022-10-05T15:00:20Z,1,0
cr.node.sql.delete.count,2022-10-05T15:00:30Z,1,0
cr.node.sql.delete.count,2022-10-05T15:00:40Z,1,0
cr.node.sql.delete.count,2022-10-05T15:00:50Z,1,0
cr.node.sql.delete.count,2022-10-05T15:01:00Z,1,0
cr.node.sql.delete.count,2022-10-05T15:01:10Z,1,0
cr.node.sql.delete.count,2022-10-05T15:01:20Z,1,0
cr.node.sql.delete.count,2022-10-05T15:01:30Z,1,0
cr.node.sql.delete.count,2022-10-05T15:01:40Z,1,0
cr.node.sql.delete.count,2022-10-05T15:01:50Z,1,0
cr.node.sql.delete.count,2022-10-05T15:02:00Z,1,0
cr.node.sql.delete.count,2022-10-05T15:02:10Z,1,0
cr.node.sql.delete.count,2022-10-05T15:02:20Z,1,0
cr.node.sql.delete.count,2022-10-05T15:02:30Z,1,0
cr.node.sql.delete.count,2022-10-05T15:02:40Z,1,0
cr.node.sql.delete.count,2022-10-05T15:02:50Z,1,0
cr.node.sql.delete.count,2022-10-05T15:03:00Z,1,0
cr.node.sql.delete.count,2022-10-05T15:03:10Z,1,0
cr.node.sql.delete.count,2022-10-05T15:03:20Z,1,0
cr.node.sql.delete.count,2022-10-05T15:03:30Z,1,0
cr.node.sql.delete.count,2022-10-05T15:03:40Z,1,0
cr.node.sql.delete.count,2022-10-05T15:03:50Z,1,0
cr.node.sql.delete.count,2022-10-05T15:04:00Z,1,0
cr.node.sql.delete.count,2022-10-05T15:04:10Z,1,0
cr.node.sql.delete.count,2022-10-05T15:04:20Z,1,0
cr.node.sql.delete.count,2022-10-05T15:04:30Z,1,0
cr.node.sql.delete.count,2022-10-05T15:04:40Z,1,0
cr.node.sql.delete.count,2022-10-05T15:04:50Z,1,0
cr.node.sql.delete.count,2022-10-05T15:05:00Z,1,0
cr.node.sql.delete.count,2022-10-05T15:05:10Z,1,0
cr.node.sql.delete.count,2022-10-05T15:05:20Z,1,0
cr.node.sql.delete.count,2022-10-05T15:05:30Z,1,0
cr.node.sql.delete.count,2022-10-05T15:05:40Z,1,0
cr.node.sql.delete.count,2022-10-05T15:05:50Z,1,0
cr.node.sql.delete.count,2022-10-05T15:06:00Z,1,0
cr.node.sql.delete.count,2022-10-05T15:06:10Z,1,0
cr.node.sql.delete.count,2022-10-05T15:06:20Z,1,0
cr.node.sql.delete.count,2022-10-05T15:06:30Z,1,0
cr.node.sql.delete.count,2022-10-05T15:06:40Z,1,0
cr.node.sql.delete.count,2022-10-05T15:06:50Z,1,0
cr.node.sql.delete.count,2022-10-05T15:07:00Z,1,0
